nct,http_status,n_armgroups,sha256,from_cache
NCT03215706,200,2,6a6bba08ccb6909b,False
NCT03246529,200,2,ad6853a092349961,False
NCT03257267,200,2,24db973076fc72c8,False
NCT03268954,200,2,8a24ecc415c16e2e,False
NCT03269344,200,2,a4ff060f906e76aa,False
NCT03274687,200,2,e0868459e3464042,False
NCT03277105,200,2,b956f773ee701138,False
NCT03296163,200,2,8c4a43309c609d63,False
NCT03298451,200,4,9680c978ef4f38ac,False
NCT03302234,200,2,e98b285082013e4e,False
NCT03336333,200,6,4f756a9ddd97a2cb,False
NCT03391466,200,2,6cc43b55ea56b9db,False
NCT03395197,200,2,92ed2dcf22493af3,False
NCT03416179,200,4,45b194ac9a8653fa,False
NCT03419403,200,3,38390ac2393ac706,False
NCT03430843,200,2,a6b4f9f8cd92c748,False
NCT03434379,200,2,c0b011d7ded78957,False
NCT03447769,200,2,962280581efa8d96,False
NCT03462719,200,2,95aa610496df8009,False
NCT03465722,200,2,239a9153f43c2054,False
NCT03471078,200,2,1ae7b9d041d7bfa2,False
NCT03474107,200,3,deaefe5c789df176,False
NCT03493854,200,2,91efe4e914876bf6,False
NCT03511664,200,2,e531c7c70d7f4468,False
NCT03517449,200,2,0ca500c4e7169a6e,False
NCT03523585,200,3,b3cb11ff662dd35f,False
NCT03529110,200,2,2d58c9695e0965bc,False
NCT03553836,200,2,f3cee43bc66de879,False
NCT03578081,200,2,5498b8e051d52888,False
NCT03581786,200,2,f31f786e32a6a038,False
NCT03594747,200,3,7d3806a8d4a6470c,False
NCT03629925,200,2,5153e6b0b95ac239,False
NCT03635489,200,2,0260b63547d82f8f,False
NCT03635567,200,2,4d65e4354a523bdf,False
NCT03654729,200,3,ba885ae6b2cf465b,False
NCT03673501,200,2,290af00a03b8e9f3,False
NCT03675737,200,2,2f3c937bf27da784,False
NCT03686215,200,2,d0a4d47951b7047a,False
NCT03690388,200,2,41c387827c7539aa,False
NCT03713593,200,2,7c956bbf146bdb38,False
NCT03726879,200,2,819b7e9e54764a1a,False
NCT03729245,200,2,ebba1bb316c6385a,False
NCT03732820,200,2,f760fe88276bb409,False
NCT03734016,200,2,e202232ce01c32e9,False
NCT03734029,200,2,294aee652caf537d,False
NCT03748641,200,3,a1a133de157b98f2,False
NCT03750786,200,2,f521a9accec02f86,False
NCT03764293,200,2,a3b192f59f59123e,False
NCT03778931,200,2,d31a0d1b99f0443c,False
NCT03783442,200,2,480382e8d1a3a395,False
NCT03829969,200,2,8f42192e891a7a36,False
NCT03830866,200,2,80a394008ff65edd,False
NCT03834519,200,2,d1f016f1ff293692,False
NCT03839940,200,2,19709491949c57a3,False
NCT03849768,200,2,37c703d1cc414564,False
NCT03850444,200,2,53ae3832e6cd8c18,False
NCT03875092,200,2,0cae2007f81535fe,False
NCT03875235,200,2,1493dd42eb3182d2,False
NCT03959241,200,2,d66e084c62aa1dda,False
NCT04003636,200,2,4474cb7a810316a8,False
NCT04083235,200,2,98e8fe2b7d5be3fd,False
NCT04099251,200,2,bb92f6ae4157675e,False
NCT04162210,200,2,b877c8fad0fc62bc,False
NCT04164901,200,2,9f8b1620aa64435f,False
NCT04173494,200,2,21e3a16cabe7ea9e,False
NCT04177108,200,5,00c4d0aa20592f26,False
NCT04248829,200,2,774b4fdb249fcb9a,False
NCT04303780,200,2,4d9dba19c96da0c0,False
NCT04322539,200,2,396dd13d4b4534c1,False
NCT04338269,200,2,c1802f60bdf2204c,False
NCT04471428,200,2,f463fc7e60dd8cb5,False
NCT04478266,200,2,abd068d6940df218,False
NCT04538664,200,2,76f297e2747a2297,False
NCT04633564,200,2,a2f512d3b06ec57f,False
NCT04649060,200,2,20a340d650bf7ac5,False
NCT04676412,200,2,f337b1f9b80613b5,False
NCT04737187,200,2,34e412b220108be5,False
NCT04776148,200,2,81be61873b11b66a,False
