filename,intervention_screening,intervention_1_month,intervention_3_months,intervention_6_months,intervention_9_months,intervention_12_months,intervention_intensity,intervention_cycle_length,control_screening,control_1_month,control_3_months,control_6_months,control_9_months,control_12_months,control_intensity,control_cycle_length,delta_screening,delta_1_month,delta_3_months,delta_6_months,delta_9_months,delta_12_months,delta_intensity,pmid,publication_year,Funder,Industry,Disease Site,Disease Stage,Treatment Type,Condition,intervention,Publication Year,NCT Number,Design,Enrollment,Start Date,Enrollment Year,sponsor_binary,disease_site,treatment_modality,start_year
PMID 36346687 CT_Summary_SoE.pdf,1.0,2.0,5.0,8.0,9.0,10.0,0.8333333333333334,21.0,1.0,1.0,2.0,3.0,4.0,5.0,0.4166666666666667,0.0,0.0,1.0,3.0,5.0,5.0,5.0,0.4166666666666667,36346687,2023.0,OTHER,No,Breast,Non-metastatic,Systemic Therapy,Breast Cancer,DRUG: Capecitabine,2023,NCT00130533,Superiority,876,2006-01,2006,Non-Industry,Breast,Chemotherapy,2006
PMID 36455168 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36455168,2023.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,"Carcinoma, Hepatocellular",BIOLOGICAL: pembrolizumab|DRUG: placebo|OTHER: best supportive care (BSC),2022,NCT03062358,Superiority,453,4/27/2017,2017,Industry,GI,Immunotherapy,2017
PMID 36473143 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,42.0,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,21.0,0.0,-2.0,-6.0,-13.0,-19.0,-26.0,-2.166666666666667,36473143,2023.0,INDUSTRY,Yes,HN,Metastatic,Systemic Therapy,Head and Neck Cancer,BIOLOGICAL: Nivolumab|BIOLOGICAL: Ipilimumab|DRUG: Cetuximab/Erbitux|DRUG: Cisplatin/Platinol|DRUG: Carboplatin/Paraplatin|DRUG: Fluorouracil/Adrucil,2022,NCT02741570,Superiority,947,10/5/2016,2016,Industry,HN,Immunotherapy,2016
PMID 36503738 CT_Summary_SoE.pdf,1.0,3.0,8.0,14.0,21.0,27.0,2.25,14.0,1.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,36503738,2023.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,Colorectal Cancer,DRUG: Napabucasin|DRUG: Fluorouracil|DRUG: Leucovorin|DRUG: Irinotecan|DRUG: Bevacizumab,2022,NCT02753127,Superiority,1253,2016-06,2016,Industry,GI,Targeted Therapy,2016
PMID 36521097 a_Summary_SoE.pdf,1.0,4.0,10.0,19.0,20.0,21.0,1.75,28.0,1.0,4.0,10.0,19.0,20.0,21.0,1.75,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36521097,2023.0,INDUSTRY,Yes,GI,NS,Systemic Therapy,"Pancreatic Neoplasms|Digestive System Neoplasms|Neoplasms by Site|Neoplasms|Endocrine Gland Neoplasms|Pancreatic Diseases|Digestive System Diseases|Endocrine System Diseases|Gemcitabine|Antimetabolites, Antineoplastic",DRUG: nab-Paclitaxel|DRUG: Gemcitabine,2023,NCT01964430,Superiority,866,3/28/2014,2014,Industry,GI,Chemotherapy,2014
PMID 36535566 CT_Summary_SoE.pdf,1.0,5.0,13.0,17.0,21.0,26.0,2.1666666666666665,21.0,1.0,5.0,13.0,22.0,30.0,40.0,3.3333333333333335,21.0,0.0,0.0,0.0,-5.0,-9.0,-14.0,-1.166666666666667,36535566,2023.0,INDUSTRY,Yes,HN,Metastatic,Systemic Therapy,Nasopharyngeal Neoplasms,BIOLOGICAL: Pembrolizumab|DRUG: Capecitabine|DRUG: Gemcitabine|DRUG: Docetaxel,2022,NCT02611960,Superiority,233,4/18/2016,2016,Industry,HN,Immunotherapy,2016
PMID 36541957 a_Summary_SoE.pdf,1.0,11.0,22.0,25.0,26.0,27.0,2.25,28.0,1.0,11.0,22.0,23.0,24.0,25.0,2.0833333333333335,28.0,0.0,0.0,0.0,2.0,2.0,2.0,0.1666666666666665,36541957,2023.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,"Lymphoma, Non-Hodgkin",DRUG: Ibrutinib|DRUG: Rituximab|DRUG: Ifosfamide|DRUG: Carboplatin|DRUG: Etoposide|DRUG: Vincristine|DRUG: Idarubicin|DRUG: Dexamethasone,2023,NCT02703272,Superiority,72,7/1/2016,2016,Industry,Heme,Targeted Therapy,2016
PMID 36623230 a_Summary_SoE.pdf,2.0,22.0,40.0,50.0,51.0,52.0,4.333333333333333,21.0,2.0,19.0,26.0,36.0,37.0,38.0,3.1666666666666665,21.0,0.0,3.0,14.0,14.0,14.0,14.0,1.1666666666666663,36623230,2023.0,OTHER,No,Thor,Metastatic,Local Therapy,Lung Cancer,RADIATION: Standard Radiation Dose Therapy|DRUG: cisplatin|DRUG: etoposide|RADIATION: High Radiation Dose Therapy|DRUG: carboplatin,2023,NCT00632853,Superiority,731,2008-03,2008,Non-Industry,Thor,Chemotherapy,2008
PMID 36669140 a_Summary_SoE.pdf,2.0,11.0,30.0,57.0,79.0,80.0,6.666666666666667,14.0,2.0,11.0,30.0,57.0,78.0,79.0,6.583333333333333,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0833333333333339,36669140,2023.0,NIH,No,Other,Metastatic,Systemic Therapy,Metastatic Ewing Sarcoma|Metastatic Malignant Neoplasm in the Bone|Metastatic Malignant Neoplasm in the Bone Marrow|Metastatic Malignant Neoplasm in the Lung|Metastatic Peripheral Primitive Neuroectodermal Tumor of Bone|Peripheral Primitive Neuroectodermal Tumor of Soft Tissues,DRUG: Cyclophosphamide|DRUG: Doxorubicin|DRUG: Doxorubicin Hydrochloride|DRUG: Etoposide|DRUG: Etoposide Phosphate|RADIATION: External Beam Radiation Therapy|BIOLOGICAL: Ganitumab|DRUG: Ifosfamide|RADIATION: Stereotactic Radiosurgery|PROCEDURE: Therapeutic Surgical Procedure|DRUG: Vincristine|DRUG: Vincristine Sulfate,2023,NCT02306161,Superiority,312,12/12/2014,2014,Non-Industry,Other,Targeted Therapy,2014
PMID 36693773 CT_Summary_SoE.pdf,2.0,2.0,3.0,3.0,3.0,3.0,0.25,0.0,2.0,2.0,3.0,3.0,3.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36693773,2023.0,OTHER,No,All,NS,Supportive Care,Malignant Neoplasm,DRUG: Dexamethasone|OTHER: Placebo|OTHER: Questionnaire|OTHER: Quality-of-Life Assessment|DRUG: Everolimus,2023,NCT03839940,Superiority,39,2/15/2019,2019,Non-Industry,Other,Targeted Therapy,2019
PMID 36709073 CT_Summary_SoE.pdf,2.0,3.0,5.0,8.0,11.0,14.0,1.1666666666666667,28.0,2.0,3.0,5.0,8.0,11.0,14.0,1.1666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36709073,2023.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Primary Myelofibrosis|Post-polycythemia Vera Myelofibrosis|Post-essential Thrombocythemia Myelofibrosis,DRUG: Momelotinib|DRUG: Placebo to match danazol|DRUG: Danazol|DRUG: Placebo to match momelotinib,2023,NCT04173494,Superiority,195,2/7/2020,2020,Industry,Heme,Other,2020
PMID 36764316 a_Summary_SoE.pdf,2.0,4.0,7.0,11.0,15.0,21.0,1.75,21.0,2.0,2.0,5.0,9.0,14.0,20.0,1.6666666666666667,21.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0833333333333332,36764316,2023.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,"KRAS p, G12c Mutated /Advanced Metastatic NSCLC",DRUG: AMG 510|DRUG: Docetaxel,2023,NCT04303780,Superiority,345,6/4/2020,2020,Industry,Thor,Chemotherapy,2020
PMID 36795891 a_Summary_SoE.pdf,3.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,3.0,3.0,6.0,11.0,13.0,16.0,1.3333333333333333,21.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,36795891,2023.0,INDUSTRY,Yes,GU,Metastatic,Systemic Therapy,Metastatic Castration Resistant Prostate Cancer,DRUG: Rucaparib|DRUG: Abiraterone acetate or Enzalutamide or Docetaxel,2023,NCT02975934,Superiority,405,6/13/2017,2017,Industry,GU,Targeted Therapy,2017
PMID 36952634 a_Summary_SoE.pdf,2.0,5.0,9.0,12.0,15.0,18.0,1.5,28.0,2.0,5.0,9.0,12.0,15.0,18.0,1.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36952634,2023.0,INDUSTRY,Yes,GU,Metastatic,Systemic Therapy,Castration-Resistant Prostatic Cancer,DRUG: Niraparib|DRUG: Abiraterone Acetate|DRUG: Prednisone|DRUG: Placebo|DRUG: New Formulation of Niraparib and Abiraterone Acetate (AA),2023,NCT03748641,Superiority,765,1/25/2019,2019,Industry,GU,Targeted Therapy,2019
PMID 36969338 a_Summary_SoE.pdf,2.0,4.0,11.0,21.0,31.0,40.0,3.3333333333333335,28.0,2.0,4.0,10.0,20.0,30.0,40.0,3.3333333333333335,28.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,36969338,2023.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,"Carcinoma, Pancreatic Ductal",DRUG: Napabucasin|DRUG: Nab-paclitaxel|DRUG: Gemcitabine,2023,NCT02993731,Superiority,1134,2016-12,2016,Industry,GI,Chemotherapy,2016
PMID 36996380 a_Summary_SoE.pdf,2.0,3.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,2.0,1.0,4.5,8.5,12.0,16.5,1.375,28.0,0.0,2.0,2.5,1.5,1.0,0.5,0.0416666666666667,36996380,2023.0,OTHER,No,GU,Metastatic,Systemic Therapy,Adenocarcinoma of the Prostate|Hormone-resistant Prostate Cancer|Recurrent Prostate Cancer|Stage IV Prostate Cancer,DRUG: enzalutamide|DRUG: abiraterone|DRUG: prednisone,2023,NCT01949337,Superiority,1311,1/22/2014,2014,Non-Industry,GU,Endocrine,2014
PMID 37069359 a_Summary_SoE.pdf,2.0,18.0,41.0,42.0,43.0,44.0,3.6666666666666665,0.0,2.0,18.0,41.0,42.0,43.0,44.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37069359,2023.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Multiple Myeloma,DRUG: BL-8040 1.25 mg/kg + G-CSF|DRUG: Placebo +G-CSF,2023,NCT03246529,Superiority,180,3/23/2018,2018,Industry,Heme,Other,2018
PMID 37071094 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37071094,2023.0,INDUSTRY,Yes,GI,NS,Systemic Therapy,Colorectal Cancer,"DRUG: oxaliplatin (OXA), levofolinate calcium (l-LV), 5-FU, panitumumab|DRUG: oxaliplatin (OXA), levofolinate calcium (l-LV), 5-FU, bevacizumab",2023,NCT02394795,Superiority,823,5/29/2015,2015,Industry,GI,Targeted Therapy,2015
PMID 37075781 a_Summary_SoE.pdf,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37075781,2023.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,Biliary Tract Carcinoma,BIOLOGICAL: Pembrolizumab|DRUG: Gemcitabine|DRUG: Cisplatin|DRUG: Placebo,2023,NCT04003636,Superiority,1069,9/24/2019,2019,Industry,GI,Immunotherapy,2019
PMID 37080222 a_Summary_SoE.pdf,2.0,13.0,31.0,51.0,71.0,96.0,8.0,21.0,2.0,13.0,31.0,51.0,71.0,96.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37080222,2023.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,Esophageal Squamous Cell Carcinoma (ESCC),DRUG: Cisplatin|DRUG: Oxaliplatin|DRUG: Fluorouracil (5-FU)|DRUG: Capecitabine|DRUG: Paclitaxel|DRUG: Tislelizumab|DRUG: Placebo,2023,NCT03783442,Superiority,649,12/11/2018,2018,Industry,GI,Immunotherapy,2018
PMID 37080223 CT_Summary_SoE.pdf,2.0,22.0,34.0,38.0,39.0,40.0,3.3333333333333335,21.0,2.0,22.0,34.0,35.0,36.0,37.0,3.0833333333333335,7.0,0.0,0.0,0.0,3.0,3.0,3.0,0.25,37080223,2023.0,NETWORK,No,GYN,Metastatic,Systemic Therapy,"Cervical Adenocarcinoma|Cervical Adenosquamous Carcinoma|Cervical Squamous Cell Carcinoma, Not Otherwise Specified|Stage IB Cervical Cancer AJCC v6 and v7|Stage IIA Cervical Cancer AJCC v7|Stage IIB Cervical Cancer AJCC v6 and v7|Stage IIIB Cervical Cancer AJCC v6 and v7|Stage IVA Cervical Cancer AJCC v6 and v7",RADIATION: Brachytherapy|DRUG: Carboplatin|DRUG: Cisplatin|RADIATION: External Beam Radiation Therapy|DRUG: Paclitaxel|OTHER: Quality-of-Life Assessment,2023,NCT01414608,Superiority,926,1/9/2012,2012,Non-Industry,GYN,Chemotherapy,2012
PMID 37086745 a_Summary_SoE.pdf,3.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,3.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37086745,2023.0,INDUSTRY,Yes,Breast,Metastatic,Systemic Therapy,Breast Cancer,DRUG: Trastuzumab deruxtecan|DRUG: Capecitabine|DRUG: Lapatinib|DRUG: Trastuzumab,2023,NCT03523585,Superiority,608,8/1/2018,2018,Industry,Breast,Targeted Therapy,2018
PMID 37104748 a_Summary_SoE.pdf,2.0,2.0,27.0,48.0,49.0,50.0,4.166666666666667,28.0,2.0,22.0,44.0,46.0,47.0,48.0,4.0,7.0,0.0,-20.0,-17.0,2.0,2.0,2.0,0.1666666666666669,37104748,2023.0,NETWORK,No,GU,Non-metastatic,Systemic Therapy,Prostate Cancer,DRUG: bicalutamide|DRUG: flutamide|DRUG: LHRH agonist (antagonist) therapy|RADIATION: Dose-Escalated Radiation Therapy,2023,NCT00936390,Superiority,1538,2009-09,2009,Non-Industry,GU,Endocrine,2009
PMID 37116523 a_Summary_SoE.pdf,2.0,15.0,36.0,58.0,63.0,67.0,5.583333333333333,28.0,2.0,15.0,36.0,58.0,63.0,67.0,5.583333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37116523,2023.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Acute Myeloid Leukemia|Leukemia,DRUG: Chemotherapy|DRUG: Quizartinib|DRUG: Placebo,2023,NCT02668653,Superiority,539,9/1/2016,2016,Industry,Heme,Targeted Therapy,2016
PMID 37133585 a_Summary_SoE.pdf,2.0,3.0,7.0,10.0,11.0,13.0,1.0833333333333333,28.0,2.0,3.0,5.0,7.0,8.0,10.0,0.8333333333333334,28.0,0.0,0.0,2.0,3.0,3.0,3.0,0.2499999999999999,37133585,2023.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,Refractory Metastatic Colorectal Cancer,DRUG: Trifluridine/Tipiracil|DRUG: Bevacizumab,2023,NCT04737187,Superiority,492,11/25/2020,2020,Industry,GI,Targeted Therapy,2020
PMID 37141294 CT_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37141294,2023.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,"Carcinoma, Non-Small-Cell Lung",BIOLOGICAL: Pembrolizumab|DRUG: Docetaxel,2023,NCT02864394,Superiority,425,9/7/2016,2016,Industry,Thor,Immunotherapy,2016
PMID 37257422 CT_Summary_SoE.pdf,1.0,22.0,33.0,39.0,46.0,53.0,4.416666666666667,28.0,2.0,22.0,33.0,39.0,46.0,53.0,4.416666666666667,28.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,37257422,2023.0,INDUSTRY,Yes,CNS,Metastatic,Supportive Care,Glioblastoma Multiforme,DRUG: Steroid eye drops|DRUG: Vasoconstrictor eye drops|OTHER: Cold compress|DRUG: Ophthalmic steroid ointment|DRUG: Depatuxizumab mafodotin|DRUG: Temozolomide|RADIATION: Radiation,2023,NCT03419403,Superiority,40,7/30/2018,2018,Industry,CNS,Chemotherapy,2018
PMID 37272516 a_Summary_SoE.pdf,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,2.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37272516,2023.0,OTHER,Yes,CNS,Non-metastatic,Systemic Therapy,Grade 2 Glioma|Residual Glioma|Recurrent Glioma,DRUG: Vorasidenib|DRUG: Matching Placebo,2023,NCT04164901,Superiority,331,1/5/2020,2020,Industry,CNS,Other,2020
PMID 37276510 CT_Summary_SoE.pdf,1.0,10.0,27.0,45.0,60.0,76.0,6.333333333333333,28.0,1.0,14.0,41.0,78.0,108.0,139.0,11.583333333333334,28.0,0.0,-4.0,-14.0,-33.0,-48.0,-63.0,-5.250000000000001,37276510,2023.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,"Leukemia, Myeloid, Acute",DRUG: SGI-110 (guadecitabine)|DRUG: Treatment Choice,2023,NCT02348489,Superiority,815,3/19/2015,2015,Industry,Heme,Chemotherapy,2015
PMID 37284847 CT_Summary_SoE.pdf,1.0,4.0,4.0,4.0,4.0,4.0,0.3333333333333333,6.0,1.0,4.0,4.0,4.0,4.0,4.0,0.3333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37284847,2023.0,OTHER,No,All,"Metastatic, Non-metastatic",Supportive Care,Malignant Neoplasm,DRUG: Palonosetron Hydrochloride|DRUG: Ondansetron Hydrochloride|DRUG: Dexamethasone|DRUG: Fosaprepitant Dimeglumine|DRUG: Olanzapine|OTHER: Placebo,2023,NCT03578081,Other,690,10/15/2018,2018,Non-Industry,Other,Other,2018
PMID 37285865 a_Summary_SoE.pdf,2.0,3.0,7.0,11.0,14.0,18.0,1.5,14.0,2.0,3.0,7.0,11.0,14.0,18.0,1.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37285865,2023.0,INDUSTRY,Yes,GU,Metastatic,Systemic Therapy,mCRPC,DRUG: Talazoparib with enzalutamide|DRUG: Placebo with enzalutamide,2023,NCT03395197,Superiority,1054,12/18/2017,2017,Industry,GU,Targeted Therapy,2017
PMID 37290035 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37290035,2023.0,INDUSTRY,Yes,GU,Metastatic,Systemic Therapy,Prostatic Neoplasms,BIOLOGICAL: Pembrolizumab|DRUG: Olaparib|DRUG: Abiraterone acetate|DRUG: Prednisone|DRUG: Enzalutamide|DRUG: Prednisolone,2023,NCT03834519,Superiority,793,5/2/2019,2019,Industry,GU,Immunotherapy,2019
PMID 37290461 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37290461,2023.0,INDUSTRY,Yes,GU,Metastatic,Systemic Therapy,"Carcinoma, Renal Cell",DRUG: Atezolizumab|DRUG: Cabozantinib,2023,NCT04338269,Superiority,522,7/28/2020,2020,Industry,GU,Immunotherapy,2020
PMID 37315297 a_Summary_SoE.pdf,2.0,20.0,27.0,29.0,30.0,31.0,2.5833333333333335,7.0,2.0,1.0,2.0,4.0,5.0,6.0,0.5,0.0,0.0,19.0,25.0,25.0,25.0,25.0,2.0833333333333335,37315297,2023.0,NETWORK,No,GU,Non-metastatic,Local Therapy,Prostate Cancer,RADIATION: Brachytherapy (100/110)|RADIATION: Brachytherapy (125/145)|RADIATION: External Beam Radiation Therapy,2023,NCT00063882,Superiority,588,2003-06,2003,Non-Industry,GU,Radiation,2003
PMID 37342922 a_Summary_SoE.pdf,2.0,8.0,16.0,18.0,19.0,20.0,1.6666666666666667,0.0,2.0,9.0,17.0,19.0,20.0,21.0,1.75,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0833333333333332,37342922,2023.0,OTHER,No,Heme,Hematologic,Supportive Care,Acute Leukemia|Chronic Myelogenous Leukemia (CML)|Myelodysplasia|Lymphoma,PROCEDURE: Mobilized Peripheral Blood Stem Cell graft with Tacrolimus/Methotrexate|DRUG: Tacrolimus|DRUG: Methotrexate|PROCEDURE: Mobilized Peripheral Blood Stem Cell graft with Tacrolimus/Mycophenolate Mofetil/Post-Transplant Cyclophosphamide|DRUG: Tacrolimus|DRUG: Mycophenolate Mofetil|DRUG: Cyclophosphamide,2023,NCT03959241,Superiority,431,6/25/2019,2019,Non-Industry,Heme,Chemotherapy,2019
PMID 37379502 a_Summary_SoE.pdf,1.0,4.0,7.0,9.0,11.0,13.0,1.0833333333333333,21.0,1.0,4.0,7.0,9.0,11.0,13.0,1.0833333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37379502,2023.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,Non-Small Cell Lung Cancer,DRUG: Lazertinib 240 mg/160 mg|DRUG: Gefitinib 250 mg|DRUG: Lazertinib-matching placebo 240 mg/160 mg|DRUG: Gefitinib-matching placebo 250 mg,2023,NCT04248829,Superiority,393,2/13/2020,2020,Industry,Thor,Targeted Therapy,2020
PMID 37423228 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,0.0,-2.0,-4.0,-9.0,-13.0,-18.0,-1.5,37423228,2023.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,Non-Small Cell Lung Cancer,"DRUG: Atezolizumab (MPDL3280A), an engineered anti-PD-L1 antibody|DRUG: Vinorelbine|DRUG: Gemcitabine",2023,NCT03191786,Superiority,453,9/11/2017,2017,Industry,Thor,Immunotherapy,2017
PMID 37478390 a_Summary_SoE.pdf,2.0,2.0,4.0,7.0,10.0,13.0,1.0833333333333333,28.0,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0833333333333334,37478390,2023.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Waldenstr̦m's Macroglobulinemia,DRUG: BGB-3111|DRUG: Ibrutinib,2023,NCT03053440,Superiority,201,1/25/2017,2017,Industry,Heme,Targeted Therapy,2017
PMID 37499670 a_Summary_SoE.pdf,3.0,3.0,7.0,13.0,20.0,27.0,2.25,28.0,3.0,3.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,0.0,0.0,0.0,3.0,7.0,10.0,0.8333333333333333,37499670,2023.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,Locally Advanced or Metastatic and Unresectable HCC,DRUG: SHR-1210|DRUG: Apatinib|DRUG: Sorafenib,2023,NCT03764293,Superiority,543,6/10/2019,2019,Industry,GI,Targeted Therapy,2019
PMID 37524096 a_Summary_SoE.pdf,1.0,1.0,3.0,5.0,7.0,9.0,0.75,42.0,1.0,1.0,3.0,5.0,7.0,9.0,0.75,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37524096,2023.0,NETWORK,No,GU,Non-metastatic,Systemic Therapy,Kidney Cancer,DRUG: everolimus|OTHER: placebo,2023,NCT01120249,Superiority,1545,4/1/2011,2011,Non-Industry,GU,Targeted Therapy,2011
PMID 37604981 CT_Summary_SoE.pdf,2.0,11.0,21.0,32.0,35.0,38.0,3.1666666666666665,28.0,1.5,10.5,20.5,32.0,35.0,38.5,3.2083333333333335,28.0,0.5,0.5,0.5,0.0,0.0,-0.5,-0.0416666666666669,37604981,2023.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,"Leukemia, Myeloid, Acute",DRUG: glasdegib|DRUG: daunorubicin + cytarabine|DRUG: azacitidine|DRUG: Placebo|DRUG: Placebo|DRUG: glasdegib|DRUG: cytarabine|PROCEDURE: HSCT,2023,NCT03416179,Superiority,730,4/20/2018,2018,Industry,Heme,Targeted Therapy,2018
PMID 37646660 CT_Summary_SoE.pdf,1.0,6.0,15.0,27.0,39.0,55.0,4.583333333333333,28.0,1.0,6.0,13.0,19.0,22.0,26.0,2.1666666666666665,28.0,0.0,0.0,2.0,8.0,17.0,29.0,2.4166666666666665,37646660,2024.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Relapsed Multiple Myeloma|Relapsed-Refractory Multiple Myeloma,DRUG: Melflufen|DRUG: Dexamethasone|DRUG: Daratumumab,2024,NCT04649060,Superiority,54,12/21/2020,2020,Industry,Heme,Targeted Therapy,2020
PMID 37647576 a_Summary_SoE.pdf,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37647576,2023.0,OTHER,Yes,GI,Metastatic,Systemic Therapy,Pancreatic Cancer,DRUG: nimotuzumab|DRUG: Gemcitabine|OTHER: Placebo,2023,NCT02395016,Superiority,90,2015-04,2015,Industry,GI,Chemotherapy,2015
PMID 37704166 CT_Summary_SoE.pdf,2.0,3.0,6.0,9.0,12.0,15.0,1.25,21.0,2.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,0.0,0.0,0.0,-1.0,-2.0,-4.0,-0.3333333333333332,37704166,2023.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,Non Small Cell Lung Cancer,BIOLOGICAL: OSE2101|DRUG: Docetaxel|DRUG: Pemetrexed,2023,NCT02654587,Superiority,219,2/12/2016,2016,Industry,Thor,Targeted Therapy,2016
PMID 37708904 a_Summary_SoE.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37708904,2023.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,Metastatic Adenocarcinoma of the Pancreas,DRUG: Irinotecan Liposomal Injection|DRUG: Oxaliplatin|DRUG: 5Fluorouracil|DRUG: Leucovorin|DRUG: Nab-paclitaxel|DRUG: Gemcitabine,2023,NCT04083235,Superiority,770,2/11/2020,2020,Industry,GI,Chemotherapy,2020
PMID 37722354 CT_Summary_SoE.pdf,2.0,4.0,8.0,13.0,14.0,16.0,1.3333333333333333,28.0,2.0,4.0,8.0,13.0,14.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37722354,2023.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Lymphoma,DRUG: Bendamustine|DRUG: Rituximab|DRUG: Cyclophosphamide|DRUG: Doxorubicin|DRUG: Vincristine|DRUG: Prednisone|DRUG: PCI-32765 (Ibrutinib)|DRUG: Placebo,2023,NCT01974440,Superiority,405,1/31/2014,2014,Industry,Heme,Targeted Therapy,2014
